9.772050 0.000000
9.935609 0.585402
9.936978 1.228703
9.820346 1.871129
9.624356 2.473170
9.374001 3.042745
9.092204 3.594944
8.799038 4.143022
8.489148 4.683895
8.143839 5.205908
7.744656 5.697034
7.284282 6.135999
6.768457 6.490692
6.203826 6.730301
5.600441 6.864099
4.971587 6.939351
4.330913 7.004675
3.698803 7.104631
3.103159 7.279244
2.571409 7.567040
2.102697 7.965671
1.662403 8.423996
1.214270 8.888215
0.734704 9.311909
0.216178 9.658030
-0.347686 9.890380
-0.954703 9.990831
-1.588480 9.971248
-2.231285 9.846320
-2.860644 9.627888
-3.427421 9.311763
-3.873168 8.888162
-4.147639 8.350955
-4.304530 7.740347
-4.468843 7.128333
-4.757969 6.583144
-5.183741 6.121644
-5.689487 5.727358
-6.221234 5.382898
-6.758303 5.067883
-7.297039 4.760397
-7.833538 4.438647
-8.354043 4.084254
-8.834368 3.682453
-9.249928 3.218779
-9.585221 2.690137
-9.840909 2.113660
-10.019325 1.508543
-10.124105 0.890104
-10.161650 0.265420
-10.138712 -0.359486
-10.062018 -0.979612
-9.938217 -1.592509
-9.773948 -2.196123
-9.574746 -2.788552
-9.342529 -3.368408
-9.078481 -3.934404
-8.783698 -4.485155
-8.458911 -5.018838
-8.104750 -5.533510
-7.721898 -6.027242
-7.311328 -6.498173
-6.874112 -6.944467
-6.411363 -7.364293
-5.924435 -7.755848
-5.414786 -8.117339
-4.883917 -8.447001
-4.333688 -8.743276
-3.766133 -9.004712
-3.183297 -9.229886
-2.587336 -9.417699
-1.980474 -9.567248
-1.364964 -9.677569
-0.743503 -9.746792
-0.119124 -9.772346
0.505148 -9.751862
1.126622 -9.686781
1.742892 -9.581791
2.351672 -9.441749
2.952615 -9.272663
3.547016 -9.081511
4.136106 -8.874986
4.716955 -8.648139
5.281365 -8.381292
5.820783 -8.053834
6.318334 -7.651694
6.735540 -7.177781
7.030671 -6.637763
7.189364 -6.042358
7.251224 -5.412233
7.262169 -4.769201
7.267682 -4.131342
7.312309 -3.508619
7.440472 -2.909935
7.684734 -2.344115
8.034888 -1.819725
8.471092 -1.345271
8.960773 -0.917273
9.424500 -0.488110
9.772050 0.000000
