9.772050 0.000000
9.750436 0.630970
9.670874 1.259317
9.547796 1.881377
9.395666 2.495068
9.229063 3.103960
9.062593 3.712889
8.905539 4.325001
8.733256 4.932661
8.507786 5.524004
8.192596 6.085948
7.777156 6.583915
7.273329 6.964817
6.695045 7.184221
6.066157 7.266494
5.414987 7.266977
4.768014 7.239960
4.133241 7.227812
3.508129 7.266104
2.890403 7.389972
2.293359 7.620540
1.750759 7.960505
1.295567 8.409524
0.907741 8.923957
0.512739 9.415652
0.034741 9.795454
-0.551536 10.017230
-1.203626 10.092522
-1.874325 10.036886
-2.517901 9.861401
-3.091658 9.567892
-3.553280 9.157041
-3.876602 8.636319
-4.108360 8.043841
-4.315845 7.426366
-4.559395 6.826850
-4.862232 6.267973
-5.235253 5.765682
-5.684905 5.331604
-6.193070 4.953509
-6.733181 4.610964
-7.279303 4.283244
-7.813183 3.946267
-8.321642 3.573729
-8.791154 3.139891
-9.195214 2.636823
-9.492526 2.076904
-9.644967 1.473758
-9.666440 0.842794
-9.607335 0.200673
-9.517448 -0.436518
-9.422578 -1.063388
-9.327906 -1.683734
-9.237919 -2.301682
-9.156415 -2.922225
-9.086400 -3.551350
-9.030424 -4.194849
-8.965826 -4.843172
-8.830595 -5.462817
-8.559402 -6.018212
-8.120634 -6.477169
-7.565320 -6.815804
-6.955486 -7.013433
-6.326477 -7.085842
-5.690009 -7.081109
-5.056942 -7.048356
-4.431685 -7.026644
-3.805423 -7.034407
-3.167726 -7.087551
-2.513578 -7.203676
-1.891089 -7.417001
-1.378487 -7.771163
-1.038724 -8.296876
-0.797149 -8.910022
-0.507539 -9.466757
-0.035098 -9.830960
0.600949 -9.971796
1.274959 -9.931208
1.893790 -9.753306
2.464350 -9.484279
3.011511 -9.170690
3.559580 -8.858035
4.117257 -8.562471
4.676068 -8.267851
5.226652 -7.956380
5.759510 -7.613521
6.264793 -7.232711
6.732662 -6.808646
7.158153 -6.341214
7.544711 -5.839247
7.896610 -5.312430
8.218093 -4.768045
8.513347 -4.209482
8.786549 -3.639768
9.039223 -3.060712
9.266288 -2.471080
9.461655 -1.869173
9.618306 -1.254315
9.725610 -0.629825
9.772050 -0.000000
