9.772050 -0.000000
9.723912 0.632286
9.654653 1.262804
9.555944 1.889328
9.420177 2.509444
9.244157 3.119566
9.026354 3.715669
8.765939 4.294116
8.466319 4.853648
8.132491 5.393901
7.769027 5.914362
7.377357 6.413471
6.957528 6.889199
6.509583 7.339323
6.033567 7.759772
5.529528 8.145464
4.997721 8.491585
4.440842 8.796598
3.863175 9.061104
3.268980 9.285693
2.661493 9.470040
2.043025 9.612992
1.415867 9.713339
0.782946 9.768873
0.148003 9.776110
-0.485180 9.731610
-1.113268 9.637119
-1.733515 9.501224
-2.343367 9.333009
-2.944798 9.142328
-3.545018 8.939929
-4.151507 8.736587
-4.762214 8.529336
-5.349958 8.278995
-5.883464 7.940484
-6.330096 7.474806
-6.643976 6.902183
-6.771773 6.276188
-6.700783 5.641521
-6.556600 5.011465
-6.494158 4.392636
-6.635909 3.792874
-6.951235 3.225795
-7.364478 2.706713
-7.809571 2.243334
-8.263206 1.809469
-8.713969 1.369497
-9.148357 0.889592
-9.525514 0.359377
-9.785374 -0.215058
-9.874708 -0.826498
-9.812675 -1.459865
-9.660138 -2.095554
-9.474815 -2.715714
-9.280052 -3.319551
-9.080303 -3.915644
-8.879713 -4.512588
-8.670227 -5.110669
-8.421220 -5.694790
-8.099618 -6.248191
-7.680828 -6.748859
-7.176910 -7.152083
-6.609811 -7.407265
-5.998535 -7.500122
-5.356092 -7.490358
-4.694771 -7.446672
-4.031502 -7.432994
-3.395514 -7.500621
-2.818048 -7.698772
-2.316284 -8.052204
-1.862757 -8.507981
-1.421162 -8.997782
-0.960282 -9.461099
-0.464543 -9.861437
0.078634 -10.166898
0.676697 -10.351838
1.313230 -10.419697
1.964878 -10.382372
2.608081 -10.250946
3.216785 -10.026681
3.763289 -9.704332
4.220626 -9.279116
4.583831 -8.762835
4.872657 -8.185930
5.108441 -7.579771
5.324010 -6.973112
5.567793 -6.391152
5.889092 -5.858758
6.312590 -5.392372
6.817201 -4.992779
7.376758 -4.658796
7.956540 -4.366876
8.506856 -4.054311
8.976593 -3.654612
9.332413 -3.134531
9.579741 -2.533318
9.729158 -1.899592
9.795655 -1.265239
9.802071 -0.632363
9.772050 -0.000000
