10.077644 -0.437540
10.338338 0.134573
10.423749 0.792772
10.358923 1.469349
10.167961 2.104870
9.870218 2.681418
9.483563 3.194062
9.025922 3.639413
8.515781 4.028573
7.971931 4.380628
7.413445 4.715115
6.863649 5.057332
6.349225 5.437107
5.895836 5.882967
5.507049 6.394952
5.166045 6.946829
4.854834 7.512062
4.549298 8.074310
4.220597 8.625097
3.840138 9.155599
3.391241 9.639469
2.871344 10.029571
2.278781 10.277639
1.629232 10.352428
0.978038 10.261610
0.384177 10.019007
-0.138574 9.656121
-0.622715 9.222553
-1.102741 8.768680
-1.604260 8.340671
-2.137407 7.977378
-2.710766 7.716912
-3.327777 7.581991
-3.974599 7.543595
-4.633769 7.561853
-5.289797 7.595088
-5.934472 7.594976
-6.561262 7.511663
-7.162947 7.305572
-7.728948 6.987465
-8.247659 6.583478
-8.707752 6.118039
-9.100005 5.602681
-9.416151 5.043079
-9.648606 4.445143
-9.799680 3.818640
-9.879178 3.176260
-9.897670 2.530294
-9.873660 1.886619
-9.831374 1.246479
-9.794336 0.610865
-9.764371 -0.023209
-9.720040 -0.662987
-9.638763 -1.315912
-9.495164 -1.973483
-9.255720 -2.580705
-8.885501 -3.074253
-8.374649 -3.425487
-7.774831 -3.690892
-7.146965 -3.939747
-6.545374 -4.229086
-6.007817 -4.585180
-5.569463 -5.029519
-5.248894 -5.570201
-5.019616 -6.178927
-4.847557 -6.821276
-4.696134 -7.464652
-4.516364 -8.085476
-4.255445 -8.662948
-3.866838 -9.175390
-3.360783 -9.593184
-2.777742 -9.882485
-2.154015 -10.023285
-1.508468 -10.050059
-0.855682 -10.010654
-0.208940 -9.948818
0.429230 -9.874498
1.061596 -9.780989
1.690801 -9.661760
2.316741 -9.515248
2.936996 -9.344070
3.549098 -9.150631
4.151037 -8.930941
4.741203 -8.675386
5.317731 -8.374150
5.865883 -8.016994
6.352740 -7.593081
6.744289 -7.091722
7.027073 -6.516479
7.221932 -5.894692
7.352993 -5.255868
7.448486 -4.619752
7.544464 -3.987462
7.677860 -3.358023
7.882450 -2.737702
8.180313 -2.159585
8.590816 -1.662957
9.107230 -1.260874
9.638745 -0.881883
10.077644 -0.437540
