9.772050 0.000000
9.802080 0.633843
9.797830 1.268399
9.739010 1.904836
9.605660 2.541733
9.381160 3.151424
9.050827 3.690991
8.604373 4.123650
8.066196 4.462837
7.477234 4.745940
6.877589 5.010410
6.299354 5.293002
5.770569 5.630120
5.317736 6.055803
4.944936 6.569005
4.639056 7.141767
4.385400 7.745237
4.145481 8.346170
3.858346 8.907170
3.463321 9.390906
2.943990 9.768549
2.340950 10.022225
1.698237 10.135348
1.050930 10.106734
0.424254 9.952146
-0.157120 9.688222
-0.679587 9.333018
-1.154395 8.907779
-1.596180 8.434185
-2.022311 7.938614
-2.463772 7.470828
-2.955769 7.087845
-3.526701 6.839789
-4.160484 6.731734
-4.823179 6.750669
-5.483795 6.866163
-6.123951 6.974797
-6.728579 6.953988
-7.282307 6.704815
-7.768032 6.265463
-8.168026 5.723366
-8.474090 5.150225
-8.711185 4.562789
-8.911472 3.965867
-9.105251 3.363994
-9.296710 2.757861
-9.470798 2.145330
-9.612230 1.524290
-9.711295 0.895120
-9.764302 0.260890
-9.768019 -0.375202
-9.722918 -1.010054
-9.633158 -1.640664
-9.502985 -2.264035
-9.333807 -2.877320
-9.123375 -3.477858
-8.869262 -4.062984
-8.572488 -4.629122
-8.239314 -5.171301
-7.876456 -5.684750
-7.491154 -6.176453
-7.091313 -6.668340
-6.684873 -7.183283
-6.270699 -7.718474
-5.821828 -8.198013
-5.306732 -8.533079
-4.701175 -8.641862
-4.056978 -8.515628
-3.470995 -8.189198
-2.990953 -7.726125
-2.548075 -7.255920
-2.056927 -6.917526
-1.458225 -6.815700
-0.801483 -6.912986
-0.164268 -7.135063
0.409204 -7.423962
0.942687 -7.755037
1.468211 -8.107695
2.015074 -8.458477
2.590929 -8.761188
3.193121 -8.958806
3.818148 -8.996655
4.447029 -8.867477
5.046641 -8.607367
5.585922 -8.253325
6.064765 -7.834087
6.503475 -7.372939
6.922535 -6.892881
7.332152 -6.406092
7.726931 -5.908326
8.100179 -5.393968
8.445111 -4.858818
8.754714 -4.302480
9.021940 -3.725195
9.242417 -3.128374
9.418596 -2.516420
9.554002 -1.894201
9.653219 -1.265855
9.723393 -0.633753
9.772050 0.000000
